2008-10-02, #NA
2008-10-03, #NA
2008-10-04, #NA
2008-10-05, #NA
2008-10-06, #NA
2008-10-07, #NA
2008-10-08, 1
2008-10-09, #NA
2008-10-10, #NA
2008-10-11, #NA
2008-10-12, #NA
2008-10-13, #NA
2008-10-14, #NA
2008-10-15, #NA
2008-10-16, #NA
2008-10-17, #NA
2008-10-18, #NA
2008-10-19, #NA
2008-10-20, #NA
2008-10-21, #NA
2008-10-22, #NA
2008-10-23, #NA
2008-10-24, #NA
2008-10-25, #NA
2008-10-26, #NA
2008-10-27, #NA
2008-10-28, #NA
2008-10-29, #NA
2008-10-30, #NA
2008-10-31, #NA
2008-11-01, #NA
2008-11-02, #NA
2008-11-03, #NA
2008-11-04, #NA
2008-11-05, 19
2008-11-06, #NA
2008-11-07, #NA
2008-11-08, #NA
2008-11-09, #NA
2008-11-10, #NA
2008-11-11, #NA
2008-11-12, #NA
2008-11-13, #NA
2008-11-14, #NA
2008-11-15, #NA
2008-11-16, #NA
2008-11-17, #NA
2008-11-18, #NA
2008-11-19, #NA
2008-11-20, #NA
2008-11-21, #NA
2008-11-22, #NA
2008-11-23, #NA
2008-11-24, #NA
2008-11-25, #NA
2008-11-26, #NA
2008-11-27, #NA
2008-11-28, #NA
2008-11-29, #NA
2008-11-30, #NA
2008-12-01, #NA
2008-12-02, #NA
2008-12-03, #NA
2008-12-04, #NA
2008-12-05, #NA
2008-12-06, 6
2008-12-07, 5
2008-12-08, 4
2008-12-09, 11
2008-12-10, 6
2008-12-11, #NA
2008-12-12, #NA
2008-12-13, 5
2008-12-14, 3
2008-12-15, #NA
2008-12-16, #NA
2008-12-17, 6
2008-12-18, 6
2008-12-19, 7
2008-12-20, 6
2008-12-21, 4
2008-12-22, 4
2008-12-23, 5
2008-12-24, 5
2008-12-25, #NA
2008-12-26, #NA
2008-12-27, #NA
2008-12-28, #NA
2008-12-29, #NA
2008-12-30, #NA
2008-12-31, #NA
2009-01-01, #NA
2009-01-02, #NA
2009-01-03, #NA
2009-01-04, #NA
2009-01-05, #NA
2009-01-06, #NA
2009-01-07, #NA
2009-01-08, #NA
2009-01-09, #NA
2009-01-10, #NA
2009-01-11, #NA
2009-01-12, #NA
2009-01-13, #NA
2009-01-14, #NA
2009-01-15, #NA
2009-01-16, #NA
2009-01-17, #NA
2009-01-18, #NA
2009-01-19, #NA
2009-01-20, #NA
2009-01-21, #NA
2009-01-22, #NA
2009-01-23, #NA
2009-01-24, #NA
2009-01-25, #NA
2009-01-26, #NA
2009-01-27, #NA
2009-01-28, #NA
2009-01-29, #NA
2009-01-30, #NA
2009-01-31, #NA
2009-02-01, #NA
2009-02-02, #NA
2009-02-03, #NA
2009-02-04, #NA
2009-02-05, #NA
2009-02-06, #NA
2009-02-07, #NA
2009-02-08, #NA
2009-02-09, #NA
2009-02-10, #NA
2009-02-11, #NA
2009-02-12, #NA
2009-02-13, #NA
2009-02-14, #NA
2009-02-15, #NA
2009-02-16, #NA
2009-02-17, #NA
2009-02-18, #NA
2009-02-19, #NA
2009-02-20, #NA
2009-02-21, #NA
2009-02-22, #NA
2009-02-23, #NA
2009-02-24, #NA
2009-02-25, #NA
2009-02-26, #NA
2009-02-27, #NA
2009-02-28, #NA
2009-03-01, #NA
2009-03-02, #NA
2009-03-03, #NA
2009-03-04, #NA
2009-03-05, #NA
2009-03-06, #NA
2009-03-07, #NA
2009-03-08, #NA
2009-03-09, #NA
2009-03-10, #NA
2009-03-11, #NA
2009-03-12, #NA
2009-03-13, #NA
2009-03-14, #NA
